Fecha,agerange,Población
2022-01-04,40-49,2397598.0
2022-01-05,40-49,2398424.0
2022-01-06,40-49,2399059.0
2022-01-07,40-49,2399258.0
2022-01-08,40-49,2399258.0
2022-01-09,40-49,2399265.0
2022-01-10,40-49,2400284.0
2022-01-11,40-49,2401324.0
2022-01-12,40-49,2402200.0
2022-01-13,40-49,2403016.0
2022-01-14,40-49,2403272.0
2022-01-15,40-49,2403276.0
2022-01-16,40-49,2403286.0
2022-01-17,40-49,2404348.0
2022-01-18,40-49,2405309.0
2022-01-19,40-49,2405992.0
2022-01-20,40-49,2406727.0
2022-01-21,40-49,2407488.0
2022-01-22,40-49,2407585.0
2022-01-23,40-49,2407600.0
2022-01-24,40-49,2408518.0
2022-01-25,40-49,2409330.0
2022-01-26,40-49,2410030.0
2022-01-27,40-49,2410689.0
2022-01-28,40-49,2411260.0
2022-01-29,40-49,2411337.0
2022-01-30,40-49,2411344.0
2022-01-31,40-49,2412050.0
2022-02-01,40-49,2412656.0
2022-02-02,40-49,2413281.0
2022-02-03,40-49,2413806.0
2022-02-04,40-49,2414200.0
2022-02-05,40-49,2414244.0
2022-02-06,40-49,2414247.0
2022-02-07,40-49,2414819.0
2022-02-08,40-49,2415345.0
2022-02-09,40-49,2415854.0
2022-02-10,40-49,2416328.0
2022-02-11,40-49,2416735.0
2022-02-12,40-49,2416777.0
2022-02-13,40-49,2416781.0
2022-02-14,40-49,2417446.0
2022-02-15,40-49,2417952.0
2022-02-16,40-49,2418522.0
2022-02-17,40-49,2419019.0
2022-02-18,40-49,2419542.0
2022-02-19,40-49,2419594.0
2022-02-20,40-49,2419600.0
2022-02-21,40-49,2420250.0
2022-02-22,40-49,2420818.0
2022-02-23,40-49,2421360.0
2022-02-24,40-49,2421821.0
2022-02-25,40-49,2422275.0
2022-02-26,40-49,2422319.0
2022-02-27,40-49,2422326.0
2022-02-28,40-49,2422820.0
2022-03-01,40-49,2423285.0
2022-03-02,40-49,2423761.0
2022-03-03,40-49,2424221.0
2022-03-04,40-49,2424697.0
2022-03-05,40-49,2424749.0
2022-03-06,40-49,2424754.0
2022-03-07,40-49,2425240.0
2022-03-08,40-49,2425705.0
2022-03-09,40-49,2426118.0
2022-03-10,40-49,2426481.0
2022-03-11,40-49,2426828.0
2022-03-12,40-49,2426870.0
2022-03-13,40-49,2426877.0
2022-03-14,40-49,2427308.0
2022-03-15,40-49,2427670.0
2022-03-16,40-49,2428004.0
2022-03-17,40-49,2428360.0
2022-03-18,40-49,2428641.0
2022-03-19,40-49,2428679.0
2022-03-20,40-49,2428687.0
2022-03-21,40-49,2429119.0
2022-03-22,40-49,2429421.0
2022-03-23,40-49,2429719.0
2022-03-24,40-49,2429998.0
2022-03-25,40-49,2430287.0
2022-03-26,40-49,2430328.0
2022-03-27,40-49,2430334.0
2022-03-28,40-49,2430650.0
2022-03-29,40-49,2430900.0
2022-03-30,40-49,2431157.0
2022-03-31,40-49,2431388.0
2022-04-01,40-49,2431604.0
2022-04-02,40-49,2431634.0
2022-04-03,40-49,2431636.0
2022-04-04,40-49,2431921.0
2022-04-05,40-49,2432164.0
2022-04-06,40-49,2432401.0
2022-04-07,40-49,2432590.0
2022-04-08,40-49,2432783.0
2022-04-09,40-49,2432814.0
2022-04-10,40-49,2432816.0
2022-04-11,40-49,2433097.0
2022-04-12,40-49,2433331.0
2020-12-24,50-59,
2020-12-25,50-59,
2020-12-26,50-59,
2020-12-27,50-59,
2020-12-28,50-59,
2020-12-29,50-59,
2020-12-30,50-59,
2020-12-31,50-59,
2021-01-01,50-59,
2021-01-02,50-59,
2021-01-03,50-59,
2021-01-04,50-59,
2021-01-05,50-59,
2021-01-06,50-59,
2021-01-07,50-59,
2021-01-08,50-59,
2021-01-09,50-59,
2021-01-10,50-59,
2021-01-11,50-59,
2021-01-12,50-59,
2021-01-13,50-59,
2021-01-14,50-59,
2021-01-15,50-59,
2021-01-16,50-59,
2021-01-17,50-59,
2021-01-18,50-59,
2021-01-19,50-59,
2021-01-20,50-59,
2021-01-21,50-59,0.0
2021-01-22,50-59,0.0
2021-01-23,50-59,0.0
2021-01-24,50-59,0.0
2021-01-25,50-59,0.0
2021-01-26,50-59,0.0
2021-01-27,50-59,112.0
2021-01-28,50-59,581.0
2021-01-29,50-59,837.0
2021-01-30,50-59,845.0
2021-01-31,50-59,845.0
2021-02-01,50-59,845.0
2021-02-02,50-59,845.0
2021-02-03,50-59,845.0
2021-02-04,50-59,845.0
2021-02-05,50-59,846.0
2021-02-06,50-59,846.0
2021-02-07,50-59,846.0
2021-02-08,50-59,973.0
2021-02-09,50-59,1038.0
2021-02-10,50-59,1038.0
2021-02-11,50-59,1038.0
2021-02-12,50-59,1039.0
2021-02-13,50-59,1039.0
2021-02-14,50-59,1039.0
2021-02-15,50-59,1039.0
2021-02-16,50-59,1039.0
2021-02-17,50-59,1039.0
2021-02-18,50-59,1267.0
2021-02-19,50-59,1316.0
2021-02-20,50-59,1317.0
2021-02-21,50-59,1317.0
2021-02-22,50-59,2850.0
2021-02-23,50-59,5410.0
2021-02-24,50-59,6532.0
2021-02-25,50-59,6958.0
2021-02-26,50-59,6985.0
2021-02-27,50-59,6989.0
2021-02-28,50-59,6989.0
2021-03-01,50-59,6989.0
2021-03-02,50-59,6994.0
2021-03-03,50-59,6994.0
2021-03-04,50-59,6994.0
2021-03-05,50-59,6994.0
2021-03-06,50-59,6994.0
2021-03-07,50-59,6994.0
2021-03-08,50-59,6997.0
2021-03-09,50-59,7000.0
2021-03-10,50-59,7022.0
2021-03-11,50-59,7038.0
2021-03-12,50-59,7057.0
2021-03-13,50-59,7057.0
2021-03-14,50-59,7057.0
2021-03-15,50-59,7087.0
2021-03-16,50-59,8643.0
2021-03-17,50-59,22109.0
2021-03-18,50-59,33494.0
2021-03-19,50-59,43678.0
2021-03-20,50-59,45176.0
2021-03-21,50-59,45468.0
2021-03-22,50-59,56063.0
2021-03-23,50-59,69233.0
2021-03-24,50-59,83557.0
2021-03-25,50-59,98964.0
2021-03-26,50-59,112485.0
2021-03-27,50-59,115232.0
2021-03-28,50-59,115458.0
2021-03-29,50-59,139413.0
2021-03-30,50-59,173763.0
2021-03-31,50-59,192658.0
2021-04-01,50-59,206013.0
2021-04-02,50-59,216537.0
2021-04-03,50-59,217367.0
2021-04-04,50-59,217468.0
2021-04-05,50-59,237242.0
2021-04-06,50-59,254150.0
2021-04-07,50-59,260283.0
2021-04-08,50-59,265023.0
2021-04-09,50-59,270763.0
2021-04-10,50-59,271025.0
2021-04-11,50-59,271048.0
2021-04-12,50-59,276395.0
2021-04-13,50-59,282023.0
2021-04-14,50-59,287892.0
2021-04-15,50-59,294947.0
2021-04-16,50-59,295204.0
2021-04-17,50-59,295345.0
2021-04-18,50-59,295441.0
2021-04-19,50-59,372116.0
2021-04-20,50-59,460885.0
2021-04-21,50-59,551409.0
2021-04-22,50-59,664871.0
2021-04-23,50-59,721150.0
2021-04-24,50-59,728680.0
2021-04-25,50-59,729311.0
2021-04-26,50-59,778191.0
2021-04-27,50-59,817558.0
2021-04-28,50-59,849756.0
2021-04-29,50-59,877782.0
2021-04-30,50-59,904280.0
2021-05-01,50-59,907570.0
2021-05-02,50-59,908050.0
2021-05-03,50-59,945506.0
2021-05-04,50-59,978348.0
2021-05-05,50-59,1039100.0
2021-05-06,50-59,1103028.0
2021-05-07,50-59,1165847.0
2021-05-08,50-59,1170403.0
2021-05-09,50-59,1170671.0
2021-05-10,50-59,1257677.0
2021-05-11,50-59,1331949.0
2021-05-12,50-59,1401112.0
2021-05-13,50-59,1475745.0
2021-05-14,50-59,1494360.0
2021-05-15,50-59,1494746.0
2021-05-16,50-59,1495022.0
2021-05-17,50-59,1530946.0
2021-05-18,50-59,1578530.0
2021-05-19,50-59,1630564.0
2021-05-20,50-59,1666348.0
2021-05-21,50-59,1694051.0
2021-05-22,50-59,1697783.0
2021-05-23,50-59,1697965.0
2021-05-24,50-59,1718407.0
2021-05-25,50-59,1740079.0
2021-05-26,50-59,1755781.0
2021-05-27,50-59,1768851.0
2021-05-28,50-59,1783528.0
2021-05-29,50-59,1783631.0
2021-05-30,50-59,1783662.0
2021-05-31,50-59,1797220.0
2021-06-01,50-59,1811160.0
2021-06-02,50-59,1823494.0
2021-06-03,50-59,1835543.0
2021-06-04,50-59,1835838.0
2021-06-05,50-59,1837363.0
2021-06-06,50-59,1837521.0
2021-06-07,50-59,1849160.0
2021-06-08,50-59,1858574.0
2021-06-09,50-59,1865480.0
2021-06-10,50-59,1871340.0
2021-06-11,50-59,1879589.0
2021-06-12,50-59,1880876.0
2021-06-13,50-59,1881053.0
2021-06-14,50-59,1888322.0
2021-06-15,50-59,1895370.0
2021-06-16,50-59,1901351.0
2021-06-17,50-59,1906829.0
2021-06-18,50-59,1912564.0
2021-06-19,50-59,1913823.0
2021-06-20,50-59,1913929.0
2021-06-21,50-59,1921079.0
2021-06-22,50-59,1928009.0
2021-06-23,50-59,1934596.0
2021-06-24,50-59,1940321.0
2021-06-25,50-59,1946305.0
2021-06-26,50-59,1946899.0
2021-06-27,50-59,1946938.0
2021-06-28,50-59,1952260.0
2021-06-29,50-59,1958007.0
2021-06-30,50-59,1964975.0
2021-07-01,50-59,1972692.0
2021-07-02,50-59,1977642.0
2021-07-03,50-59,1979584.0
2021-07-04,50-59,1979884.0
2021-07-05,50-59,1983000.0
2021-07-06,50-59,1999389.0
2021-07-07,50-59,2012216.0
2021-07-08,50-59,2023337.0
2021-07-09,50-59,2034233.0
2021-07-10,50-59,2036889.0
2021-07-11,50-59,2037211.0
2021-07-12,50-59,2037826.0
2021-07-13,50-59,2051741.0
2021-07-14,50-59,2060826.0
2021-07-15,50-59,2066837.0
2021-07-16,50-59,2071871.0
2021-07-17,50-59,2073132.0
2021-07-18,50-59,2073278.0
2021-07-19,50-59,2079633.0
2021-07-20,50-59,2086099.0
2021-07-21,50-59,2093589.0
2021-07-22,50-59,2100797.0
2021-07-23,50-59,2108253.0
2021-07-24,50-59,2110213.0
2021-07-25,50-59,2110456.0
2021-07-26,50-59,2116314.0
2021-07-27,50-59,2123221.0
2021-07-28,50-59,2129041.0
2021-07-29,50-59,2134780.0
2021-07-30,50-59,2135878.0
2021-07-31,50-59,2136838.0
2021-08-01,50-59,2136930.0
2021-08-02,50-59,2141480.0
2021-08-03,50-59,2145713.0
2021-08-04,50-59,2149242.0
2021-08-05,50-59,2151608.0
2021-08-06,50-59,2154677.0
2021-08-07,50-59,2155374.0
2021-08-08,50-59,2155432.0
2021-08-09,50-59,2157892.0
2021-08-10,50-59,2160392.0
2021-08-11,50-59,2162194.0
2021-08-12,50-59,2164928.0
2021-08-13,50-59,2167034.0
2021-08-14,50-59,2167509.0
2021-08-15,50-59,2167531.0
2021-08-16,50-59,2169215.0
2021-08-17,50-59,2171140.0
2021-08-18,50-59,2173522.0
2021-08-19,50-59,2175311.0
2021-08-20,50-59,2176833.0
2021-08-21,50-59,2177033.0
2021-08-22,50-59,2177044.0
2021-08-23,50-59,2178592.0
2021-08-24,50-59,2179833.0
2021-08-25,50-59,2183751.0
2021-08-26,50-59,2186791.0
2021-08-27,50-59,2188442.0
2021-08-28,50-59,2188513.0
2021-08-29,50-59,2188533.0
2021-08-30,50-59,2190442.0
2021-08-31,50-59,2192401.0
2021-09-01,50-59,2194826.0
2021-09-02,50-59,2196552.0
2021-09-03,50-59,2198141.0
2021-09-04,50-59,2198250.0
2021-09-05,50-59,2198269.0
2021-09-06,50-59,2200454.0
2021-09-07,50-59,2202041.0
2021-09-08,50-59,2203151.0
2021-09-09,50-59,2204453.0
2021-09-10,50-59,2205440.0
2021-09-11,50-59,2205512.0
2021-09-12,50-59,2205524.0
2021-09-13,50-59,2212004.0
2021-09-14,50-59,2220041.0
2021-09-15,50-59,2221276.0
2021-09-16,50-59,2222180.0
2021-09-17,50-59,2222973.0
2021-09-18,50-59,2223100.0
2021-09-19,50-59,2223147.0
2021-09-20,50-59,2229038.0
2021-09-21,50-59,2234744.0
2021-09-22,50-59,2235660.0
2021-09-23,50-59,2236284.0
2021-09-24,50-59,2236817.0
2021-09-25,50-59,2236949.0
2021-09-26,50-59,2236986.0
2021-09-27,50-59,2240507.0
2021-09-28,50-59,2243830.0
2021-09-29,50-59,2244801.0
2021-09-30,50-59,2245341.0
2021-10-01,50-59,2245453.0
2021-10-02,50-59,2245479.0
2021-10-03,50-59,2245495.0
2021-10-04,50-59,2247516.0
2021-10-05,50-59,2249497.0
2021-10-06,50-59,2250919.0
2021-10-07,50-59,2251724.0
2021-10-08,50-59,2252309.0
2021-10-09,50-59,2252341.0
2021-10-10,50-59,2252346.0
2021-10-11,50-59,2253946.0
2021-10-12,50-59,2255569.0
2021-10-13,50-59,2256407.0
2021-10-14,50-59,2256955.0
2021-10-15,50-59,2257366.0
2021-10-16,50-59,2257384.0
2021-10-17,50-59,2257387.0
2021-10-18,50-59,2258709.0
2021-10-19,50-59,2259992.0
2021-10-20,50-59,2260476.0
2021-10-21,50-59,2260870.0
2021-10-22,50-59,2261219.0
2021-10-23,50-59,2261258.0
2021-10-24,50-59,2261260.0
2021-10-25,50-59,2261310.0
2021-10-26,50-59,2262490.0
2021-10-27,50-59,2263331.0
2021-10-28,50-59,2263939.0
2021-10-29,50-59,2264321.0
2021-10-30,50-59,2264340.0
2021-10-31,50-59,2264344.0
2021-11-01,50-59,2265026.0
2021-11-02,50-59,2265786.0
2021-11-03,50-59,2266419.0
2021-11-04,50-59,2267070.0
2021-11-05,50-59,2267653.0
2021-11-06,50-59,2267672.0
2021-11-07,50-59,2267674.0
2021-11-08,50-59,2268526.0
2021-11-09,50-59,2269562.0
2021-11-10,50-59,2270508.0
2021-11-11,50-59,2271516.0
2021-11-12,50-59,2272378.0
2021-11-13,50-59,2272435.0
2021-11-14,50-59,2272445.0
2021-11-15,50-59,2272466.0
2021-11-16,50-59,2273831.0
2021-11-17,50-59,2274875.0
2021-11-18,50-59,2275751.0
2021-11-19,50-59,2276531.0
2021-11-20,50-59,2276610.0
2021-11-21,50-59,2276616.0
2021-11-22,50-59,2277251.0
2021-11-23,50-59,2278049.0
2021-11-24,50-59,2278818.0
2021-11-25,50-59,2279517.0
2021-11-26,50-59,2280213.0
2021-11-27,50-59,2280291.0
2021-11-28,50-59,2280303.0
2021-11-29,50-59,2281253.0
2021-11-30,50-59,2282139.0
2021-12-01,50-59,2282846.0
2021-12-02,50-59,2283561.0
2021-12-03,50-59,2284223.0
2021-12-04,50-59,2284281.0
2021-12-05,50-59,2284285.0
2021-12-06,50-59,2285099.0
2021-12-07,50-59,2285950.0
2021-12-08,50-59,2286746.0
2021-12-09,50-59,2287556.0
2021-12-10,50-59,2288309.0
2021-12-11,50-59,2288416.0
2021-12-12,50-59,2288427.0
2021-12-13,50-59,2288958.0
2021-12-14,50-59,2289862.0
2021-12-15,50-59,2290643.0
2021-12-16,50-59,2291438.0
2021-12-17,50-59,2292158.0
2021-12-18,50-59,2292258.0
2021-12-19,50-59,2292266.0
2021-12-20,50-59,2293231.0
2021-12-21,50-59,2294080.0
2021-12-22,50-59,2294091.0
2021-12-23,50-59,2294907.0
2021-12-24,50-59,2295668.0
2021-12-25,50-59,2295794.0
2021-12-26,50-59,2295814.0
2021-12-27,50-59,2296760.0
2021-12-28,50-59,2297603.0
2021-12-29,50-59,2298322.0
2021-12-30,50-59,2298977.0
2021-12-31,50-59,2299566.0
2022-01-01,50-59,2299646.0
2022-01-02,50-59,2299659.0
2022-01-03,50-59,2300255.0
2022-01-04,50-59,2300806.0
2022-01-05,50-59,2301333.0
2022-01-06,50-59,2301757.0
2022-01-07,50-59,2301915.0
2022-01-08,50-59,2301916.0
2022-01-09,50-59,2301922.0
2022-01-10,50-59,2302648.0
2022-01-11,50-59,2303295.0
2022-01-12,50-59,2303917.0
2022-01-13,50-59,2304467.0
2022-01-14,50-59,2304647.0
2022-01-15,50-59,2304648.0
2022-01-16,50-59,2304650.0
2022-01-17,50-59,2305314.0
2022-01-18,50-59,2305914.0
2022-01-19,50-59,2306339.0
2022-01-20,50-59,2306852.0
2022-01-21,50-59,2307357.0
2022-01-22,50-59,2307405.0
2022-01-23,50-59,2307416.0
2022-01-24,50-59,2308034.0
2022-01-25,50-59,2308561.0
2022-01-26,50-59,2309015.0
2022-01-27,50-59,2309404.0
2022-01-28,50-59,2309775.0
2022-01-29,50-59,2309816.0
2022-01-30,50-59,2309818.0
2022-01-31,50-59,2310289.0
2022-02-01,50-59,2310666.0
2022-02-02,50-59,2311066.0
2022-02-03,50-59,2311377.0
2022-02-04,50-59,2311658.0
2022-02-05,50-59,2311674.0
2022-02-06,50-59,2311679.0
2022-02-07,50-59,2312065.0
2022-02-08,50-59,2312422.0
2022-02-09,50-59,2312742.0
2022-02-10,50-59,2313051.0
2022-02-11,50-59,2313275.0
2022-02-12,50-59,2313293.0
2022-02-13,50-59,2313295.0
2022-02-14,50-59,2313685.0
2022-02-15,50-59,2314048.0
2022-02-16,50-59,2314403.0
2022-02-17,50-59,2314704.0
2022-02-18,50-59,2315051.0
2022-02-19,50-59,2315080.0
2022-02-20,50-59,2315080.0
2022-02-21,50-59,2315528.0
2022-02-22,50-59,2315867.0
2022-02-23,50-59,2316217.0
2022-02-24,50-59,2316513.0
2022-02-25,50-59,2316809.0
2022-02-26,50-59,2316834.0
2022-02-27,50-59,2316836.0
2022-02-28,50-59,2317185.0
2022-03-01,50-59,2317478.0
2022-03-02,50-59,2317804.0
2022-03-03,50-59,2318099.0
2022-03-04,50-59,2318381.0
2022-03-05,50-59,2318415.0
2022-03-06,50-59,2318418.0
2022-03-07,50-59,2318742.0
2022-03-08,50-59,2319039.0
2022-03-09,50-59,2319326.0
2022-03-10,50-59,2319555.0
2022-03-11,50-59,2319792.0
2022-03-12,50-59,2319824.0
2022-03-13,50-59,2319831.0
2022-03-14,50-59,2320106.0
2022-03-15,50-59,2320329.0
2022-03-16,50-59,2320510.0
2022-03-17,50-59,2320725.0
2022-03-18,50-59,2320908.0
2022-03-19,50-59,2320928.0
2022-03-20,50-59,2320931.0
2022-03-21,50-59,2321163.0
2022-03-22,50-59,2321369.0
2022-03-23,50-59,2321595.0
2022-03-24,50-59,2321801.0
2022-03-25,50-59,2321973.0
2022-03-26,50-59,2321995.0
2022-03-27,50-59,2321995.0
2022-03-28,50-59,2322195.0
2022-03-29,50-59,2322357.0
2022-03-30,50-59,2322506.0
2022-03-31,50-59,2322647.0
2022-04-01,50-59,2322815.0
2022-04-02,50-59,2322835.0
2022-04-03,50-59,2322835.0
2022-04-04,50-59,2323016.0
2022-04-05,50-59,2323194.0
2022-04-06,50-59,2323348.0
2022-04-07,50-59,2323469.0
2022-04-08,50-59,2323598.0
2022-04-09,50-59,2323619.0
2022-04-10,50-59,2323622.0
2022-04-11,50-59,2323784.0
2022-04-12,50-59,2323944.0
2020-12-24,60-69,
2020-12-25,60-69,
2020-12-26,60-69,
2020-12-27,60-69,
2020-12-28,60-69,
2020-12-29,60-69,
2020-12-30,60-69,
2020-12-31,60-69,
2021-01-01,60-69,
2021-01-02,60-69,
2021-01-03,60-69,
2021-01-04,60-69,
2021-01-05,60-69,
2021-01-06,60-69,
2021-01-07,60-69,
2021-01-08,60-69,
2021-01-09,60-69,
2021-01-10,60-69,
2021-01-11,60-69,
2021-01-12,60-69,
2021-01-13,60-69,
2021-01-14,60-69,
2021-01-15,60-69,
2021-01-16,60-69,
2021-01-17,60-69,
2021-01-18,60-69,
2021-01-19,60-69,
2021-01-20,60-69,
2021-01-21,60-69,0.0
2021-01-22,60-69,0.0
2021-01-23,60-69,0.0
2021-01-24,60-69,0.0
2021-01-25,60-69,0.0
2021-01-26,60-69,0.0
2021-01-27,60-69,34.0
2021-01-28,60-69,160.0
2021-01-29,60-69,219.0
2021-01-30,60-69,220.0
2021-01-31,60-69,220.0
2021-02-01,60-69,220.0
2021-02-02,60-69,220.0
2021-02-03,60-69,220.0
2021-02-04,60-69,220.0
2021-02-05,60-69,222.0
2021-02-06,60-69,222.0
2021-02-07,60-69,222.0
2021-02-08,60-69,248.0
2021-02-09,60-69,257.0
2021-02-10,60-69,258.0
2021-02-11,60-69,258.0
2021-02-12,60-69,258.0
2021-02-13,60-69,258.0
2021-02-14,60-69,259.0
2021-02-15,60-69,259.0
2021-02-16,60-69,260.0
2021-02-17,60-69,260.0
2021-02-18,60-69,333.0
2021-02-19,60-69,341.0
2021-02-20,60-69,343.0
2021-02-21,60-69,343.0
2021-02-22,60-69,966.0
2021-02-23,60-69,1939.0
2021-02-24,60-69,2413.0
2021-02-25,60-69,2589.0
2021-02-26,60-69,2604.0
2021-02-27,60-69,2605.0
2021-02-28,60-69,2605.0
2021-03-01,60-69,2605.0
2021-03-02,60-69,2606.0
2021-03-03,60-69,2606.0
2021-03-04,60-69,2606.0
2021-03-05,60-69,2606.0
2021-03-06,60-69,2606.0
2021-03-07,60-69,2606.0
2021-03-08,60-69,2610.0
2021-03-09,60-69,2611.0
2021-03-10,60-69,2616.0
2021-03-11,60-69,2623.0
2021-03-12,60-69,2627.0
2021-03-13,60-69,2627.0
2021-03-14,60-69,2627.0
2021-03-15,60-69,2661.0
2021-03-16,60-69,3550.0
2021-03-17,60-69,13852.0
2021-03-18,60-69,25289.0
2021-03-19,60-69,36708.0
2021-03-20,60-69,39707.0
2021-03-21,60-69,41033.0
2021-03-22,60-69,56622.0
2021-03-23,60-69,77102.0
2021-03-24,60-69,103363.0
2021-03-25,60-69,135141.0
2021-03-26,60-69,168512.0
2021-03-27,60-69,174913.0
2021-03-28,60-69,176479.0
2021-03-29,60-69,295633.0
2021-03-30,60-69,407732.0
2021-03-31,60-69,512808.0
2021-04-01,60-69,604915.0
2021-04-02,60-69,692274.0
2021-04-03,60-69,696558.0
2021-04-04,60-69,697040.0
2021-04-05,60-69,743304.0
2021-04-06,60-69,772773.0
2021-04-07,60-69,793185.0
2021-04-08,60-69,809720.0
2021-04-09,60-69,826209.0
2021-04-10,60-69,827212.0
2021-04-11,60-69,827411.0
2021-04-12,60-69,899374.0
2021-04-13,60-69,987355.0
2021-04-14,60-69,1080899.0
2021-04-15,60-69,1194591.0
2021-04-16,60-69,1198485.0
2021-04-17,60-69,1199372.0
2021-04-18,60-69,1199620.0
2021-04-19,60-69,1287053.0
2021-04-20,60-69,1317648.0
2021-04-21,60-69,1339185.0
2021-04-22,60-69,1356815.0
2021-04-23,60-69,1373613.0
2021-04-24,60-69,1376152.0
2021-04-25,60-69,1376340.0
2021-04-26,60-69,1392085.0
2021-04-27,60-69,1405112.0
2021-04-28,60-69,1416875.0
2021-04-29,60-69,1427177.0
2021-04-30,60-69,1437255.0
2021-05-01,60-69,1438439.0
2021-05-02,60-69,1438563.0
2021-05-03,60-69,1449365.0
2021-05-04,60-69,1458200.0
2021-05-05,60-69,1466606.0
2021-05-06,60-69,1473545.0
2021-05-07,60-69,1479881.0
2021-05-08,60-69,1480516.0
2021-05-09,60-69,1480558.0
2021-05-10,60-69,1487807.0
2021-05-11,60-69,1493967.0
2021-05-12,60-69,1499340.0
2021-05-13,60-69,1503875.0
2021-05-14,60-69,1505780.0
2021-05-15,60-69,1505816.0
2021-05-16,60-69,1505840.0
2021-05-17,60-69,1510120.0
2021-05-18,60-69,1514108.0
2021-05-19,60-69,1518151.0
2021-05-20,60-69,1521780.0
2021-05-21,60-69,1525146.0
2021-05-22,60-69,1525532.0
2021-05-23,60-69,1525553.0
2021-05-24,60-69,1528698.0
2021-05-25,60-69,1532297.0
2021-05-26,60-69,1535235.0
2021-05-27,60-69,1537812.0
2021-05-28,60-69,1540664.0
2021-05-29,60-69,1540685.0
2021-05-30,60-69,1540688.0
2021-05-31,60-69,1543695.0
2021-06-01,60-69,1546874.0
2021-06-02,60-69,1549665.0
2021-06-03,60-69,1552612.0
2021-06-04,60-69,1552674.0
2021-06-05,60-69,1552998.0
2021-06-06,60-69,1553033.0
2021-06-07,60-69,1556038.0
2021-06-08,60-69,1558463.0
2021-06-09,60-69,1560291.0
2021-06-10,60-69,1561819.0
2021-06-11,60-69,1564111.0
2021-06-12,60-69,1564387.0
2021-06-13,60-69,1564431.0
2021-06-14,60-69,1566578.0
2021-06-15,60-69,1568628.0
2021-06-16,60-69,1570518.0
2021-06-17,60-69,1572275.0
2021-06-18,60-69,1574060.0
2021-06-19,60-69,1574414.0
2021-06-20,60-69,1574452.0
2021-06-21,60-69,1576837.0
2021-06-22,60-69,1579156.0
2021-06-23,60-69,1581379.0
2021-06-24,60-69,1583370.0
2021-06-25,60-69,1585309.0
2021-06-26,60-69,1585483.0
2021-06-27,60-69,1585487.0
2021-06-28,60-69,1587440.0
2021-06-29,60-69,1589294.0
2021-06-30,60-69,1591224.0
2021-07-01,60-69,1593160.0
2021-07-02,60-69,1594027.0
2021-07-03,60-69,1594460.0
2021-07-04,60-69,1594513.0
2021-07-05,60-69,1594908.0
2021-07-06,60-69,1600913.0
2021-07-07,60-69,1605260.0
2021-07-08,60-69,1609412.0
2021-07-09,60-69,1613456.0
2021-07-10,60-69,1614400.0
2021-07-11,60-69,1614505.0
2021-07-12,60-69,1614603.0
2021-07-13,60-69,1620399.0
2021-07-14,60-69,1624364.0
2021-07-15,60-69,1627188.0
2021-07-16,60-69,1629585.0
2021-07-17,60-69,1630119.0
2021-07-18,60-69,1630180.0
2021-07-19,60-69,1633388.0
2021-07-20,60-69,1636535.0
2021-07-21,60-69,1640136.0
2021-07-22,60-69,1642880.0
2021-07-23,60-69,1645485.0
2021-07-24,60-69,1646075.0
2021-07-25,60-69,1646135.0
2021-07-26,60-69,1648747.0
2021-07-27,60-69,1651057.0
2021-07-28,60-69,1653136.0
2021-07-29,60-69,1655252.0
2021-07-30,60-69,1655337.0
2021-07-31,60-69,1655623.0
2021-08-01,60-69,1655634.0
2021-08-02,60-69,1657220.0
2021-08-03,60-69,1658897.0
2021-08-04,60-69,1660273.0
2021-08-05,60-69,1661327.0
2021-08-06,60-69,1662760.0
2021-08-07,60-69,1663006.0
2021-08-08,60-69,1663025.0
2021-08-09,60-69,1663984.0
2021-08-10,60-69,1665398.0
2021-08-11,60-69,1666544.0
2021-08-12,60-69,1667900.0
2021-08-13,60-69,1669089.0
2021-08-14,60-69,1669301.0
2021-08-15,60-69,1669313.0
2021-08-16,60-69,1670126.0
2021-08-17,60-69,1671011.0
2021-08-18,60-69,1672101.0
2021-08-19,60-69,1672881.0
2021-08-20,60-69,1673550.0
2021-08-21,60-69,1673569.0
2021-08-22,60-69,1673572.0
2021-08-23,60-69,1674381.0
2021-08-24,60-69,1675013.0
2021-08-25,60-69,1677201.0
2021-08-26,60-69,1678706.0
2021-08-27,60-69,1679547.0
2021-08-28,60-69,1679569.0
2021-08-29,60-69,1679574.0
2021-08-30,60-69,1680461.0
2021-08-31,60-69,1681399.0
2021-09-01,60-69,1682731.0
2021-09-02,60-69,1683567.0
2021-09-03,60-69,1684398.0
2021-09-04,60-69,1684440.0
2021-09-05,60-69,1684445.0
2021-09-06,60-69,1685635.0
2021-09-07,60-69,1686372.0
2021-09-08,60-69,1686882.0
2021-09-09,60-69,1687583.0
2021-09-10,60-69,1688063.0
2021-09-11,60-69,1688090.0
2021-09-12,60-69,1688094.0
2021-09-13,60-69,1691110.0
2021-09-14,60-69,1694487.0
2021-09-15,60-69,1695025.0
2021-09-16,60-69,1695411.0
2021-09-17,60-69,1695708.0
2021-09-18,60-69,1695726.0
2021-09-19,60-69,1695730.0
2021-09-20,60-69,1698384.0
2021-09-21,60-69,1700863.0
2021-09-22,60-69,1701198.0
2021-09-23,60-69,1701424.0
2021-09-24,60-69,1701616.0
2021-09-25,60-69,1701645.0
2021-09-26,60-69,1701653.0
2021-09-27,60-69,1703193.0
2021-09-28,60-69,1704682.0
