Fecha,agerange,Población
2021-09-29,60-69,1705084.0
2021-09-30,60-69,1705285.0
2021-10-01,60-69,1705293.0
2021-10-02,60-69,1705293.0
2021-10-03,60-69,1705293.0
2021-10-04,60-69,1706299.0
2021-10-05,60-69,1707285.0
2021-10-06,60-69,1707970.0
2021-10-07,60-69,1708375.0
2021-10-08,60-69,1708654.0
2021-10-09,60-69,1708663.0
2021-10-10,60-69,1708664.0
2021-10-11,60-69,1709402.0
2021-10-12,60-69,1710220.0
2021-10-13,60-69,1710594.0
2021-10-14,60-69,1710864.0
2021-10-15,60-69,1711084.0
2021-10-16,60-69,1711096.0
2021-10-17,60-69,1711096.0
2021-10-18,60-69,1711713.0
2021-10-19,60-69,1712298.0
2021-10-20,60-69,1712531.0
2021-10-21,60-69,1712722.0
2021-10-22,60-69,1712878.0
2021-10-23,60-69,1712888.0
2021-10-24,60-69,1712889.0
2021-10-25,60-69,1712896.0
2021-10-26,60-69,1713482.0
2021-10-27,60-69,1713816.0
2021-10-28,60-69,1714084.0
2021-10-29,60-69,1714227.0
2021-10-30,60-69,1714232.0
2021-10-31,60-69,1714233.0
2021-11-01,60-69,1714523.0
2021-11-02,60-69,1714900.0
2021-11-03,60-69,1715205.0
2021-11-04,60-69,1715508.0
2021-11-05,60-69,1715749.0
2021-11-06,60-69,1715760.0
2021-11-07,60-69,1715761.0
2021-11-08,60-69,1716159.0
2021-11-09,60-69,1716607.0
2021-11-10,60-69,1717077.0
2021-11-11,60-69,1717546.0
2021-11-12,60-69,1717935.0
2021-11-13,60-69,1717960.0
2021-11-14,60-69,1717962.0
2021-11-15,60-69,1717971.0
2021-11-16,60-69,1718611.0
2021-11-17,60-69,1719076.0
2021-11-18,60-69,1719482.0
2021-11-19,60-69,1719809.0
2021-11-20,60-69,1719831.0
2021-11-21,60-69,1719834.0
2021-11-22,60-69,1720092.0
2021-11-23,60-69,1720495.0
2021-11-24,60-69,1720832.0
2021-11-25,60-69,1721166.0
2021-11-26,60-69,1721464.0
2021-11-27,60-69,1721499.0
2021-11-28,60-69,1721500.0
2021-11-29,60-69,1721938.0
2021-11-30,60-69,1722380.0
2021-12-01,60-69,1722686.0
2021-12-02,60-69,1723009.0
2021-12-03,60-69,1723315.0
2021-12-04,60-69,1723341.0
2021-12-05,60-69,1723342.0
2021-12-06,60-69,1723718.0
2021-12-07,60-69,1724165.0
2021-12-08,60-69,1724604.0
2021-12-09,60-69,1725008.0
2021-12-10,60-69,1725386.0
2021-12-11,60-69,1725433.0
2021-12-12,60-69,1725439.0
2021-12-13,60-69,1725687.0
2021-12-14,60-69,1726218.0
2021-12-15,60-69,1726638.0
2021-12-16,60-69,1727089.0
2021-12-17,60-69,1727463.0
2021-12-18,60-69,1727511.0
2021-12-19,60-69,1727514.0
2021-12-20,60-69,1727996.0
2021-12-21,60-69,1728443.0
2021-12-22,60-69,1728448.0
2021-12-23,60-69,1728913.0
2021-12-24,60-69,1729265.0
2021-12-25,60-69,1729309.0
2021-12-26,60-69,1729314.0
2021-12-27,60-69,1729814.0
2021-12-28,60-69,1730249.0
2021-12-29,60-69,1730621.0
2021-12-30,60-69,1730982.0
2021-12-31,60-69,1731279.0
2022-01-01,60-69,1731319.0
2022-01-02,60-69,1731321.0
2022-01-03,60-69,1731614.0
2022-01-04,60-69,1731917.0
2022-01-05,60-69,1732169.0
2022-01-06,60-69,1732401.0
2022-01-07,60-69,1732484.0
2022-01-08,60-69,1732484.0
2022-01-09,60-69,1732487.0
2022-01-10,60-69,1732859.0
2022-01-11,60-69,1733190.0
2022-01-12,60-69,1733491.0
2022-01-13,60-69,1733762.0
2022-01-14,60-69,1733846.0
2022-01-15,60-69,1733847.0
2022-01-16,60-69,1733847.0
2022-01-17,60-69,1734180.0
2022-01-18,60-69,1734491.0
2022-01-19,60-69,1734700.0
2022-01-20,60-69,1734952.0
2022-01-21,60-69,1735191.0
2022-01-22,60-69,1735210.0
2022-01-23,60-69,1735214.0
2022-01-24,60-69,1735513.0
2022-01-25,60-69,1735770.0
2022-01-26,60-69,1736015.0
2022-01-27,60-69,1736232.0
2022-01-28,60-69,1736436.0
2022-01-29,60-69,1736452.0
2022-01-30,60-69,1736452.0
2022-01-31,60-69,1736682.0
2022-02-01,60-69,1736853.0
2022-02-02,60-69,1737059.0
2022-02-03,60-69,1737202.0
2022-02-04,60-69,1737314.0
2022-02-05,60-69,1737320.0
2022-02-06,60-69,1737320.0
2022-02-07,60-69,1737543.0
2022-02-08,60-69,1737733.0
2022-02-09,60-69,1737920.0
2022-02-10,60-69,1738083.0
2022-02-11,60-69,1738218.0
2022-02-12,60-69,1738223.0
2022-02-13,60-69,1738224.0
2022-02-14,60-69,1738437.0
2022-02-15,60-69,1738621.0
2022-02-16,60-69,1738808.0
2022-02-17,60-69,1738965.0
2022-02-18,60-69,1739146.0
2022-02-19,60-69,1739156.0
2022-02-20,60-69,1739161.0
2022-02-21,60-69,1739359.0
2022-02-22,60-69,1739574.0
2022-02-23,60-69,1739767.0
2022-02-24,60-69,1739912.0
2022-02-25,60-69,1740095.0
2022-02-26,60-69,1740105.0
2022-02-27,60-69,1740107.0
2022-02-28,60-69,1740290.0
2022-03-01,60-69,1740456.0
2022-03-02,60-69,1740633.0
2022-03-03,60-69,1740804.0
2022-03-04,60-69,1740978.0
2022-03-05,60-69,1740993.0
2022-03-06,60-69,1740994.0
2022-03-07,60-69,1741172.0
2022-03-08,60-69,1741332.0
2022-03-09,60-69,1741462.0
2022-03-10,60-69,1741583.0
2022-03-11,60-69,1741710.0
2022-03-12,60-69,1741717.0
2022-03-13,60-69,1741719.0
2022-03-14,60-69,1741881.0
2022-03-15,60-69,1741992.0
2022-03-16,60-69,1742098.0
2022-03-17,60-69,1742226.0
2022-03-18,60-69,1742338.0
2022-03-19,60-69,1742350.0
2022-03-20,60-69,1742351.0
2022-03-21,60-69,1742475.0
2022-03-22,60-69,1742605.0
2022-03-23,60-69,1742728.0
2022-03-24,60-69,1742848.0
2022-03-25,60-69,1742946.0
2022-03-26,60-69,1742962.0
2022-03-27,60-69,1742964.0
2022-03-28,60-69,1743081.0
2022-03-29,60-69,1743185.0
2022-03-30,60-69,1743288.0
2022-03-31,60-69,1743377.0
2022-04-01,60-69,1743445.0
2022-04-02,60-69,1743453.0
2022-04-03,60-69,1743455.0
2022-04-04,60-69,1743554.0
2022-04-05,60-69,1743662.0
2022-04-06,60-69,1743761.0
2022-04-07,60-69,1743839.0
2022-04-08,60-69,1743898.0
2022-04-09,60-69,1743903.0
2022-04-10,60-69,1743903.0
2022-04-11,60-69,1744000.0
2022-04-12,60-69,1744096.0
2020-12-24,>=70,
2020-12-25,>=70,
2020-12-26,>=70,
2020-12-27,>=70,
2020-12-28,>=70,
2020-12-29,>=70,
2020-12-30,>=70,
2020-12-31,>=70,
2021-01-01,>=70,
2021-01-02,>=70,
2021-01-03,>=70,
2021-01-04,>=70,
2021-01-05,>=70,
2021-01-06,>=70,
2021-01-07,>=70,
2021-01-08,>=70,
2021-01-09,>=70,
2021-01-10,>=70,
2021-01-11,>=70,
2021-01-12,>=70,
2021-01-13,>=70,
2021-01-14,>=70,
2021-01-15,>=70,
2021-01-16,>=70,
2021-01-17,>=70,
2021-01-18,>=70,
2021-01-19,>=70,
2021-01-20,>=70,
2021-01-21,>=70,0.0
2021-01-22,>=70,0.0
2021-01-23,>=70,0.0
2021-01-24,>=70,0.0
2021-01-25,>=70,0.0
2021-01-26,>=70,0.0
2021-01-27,>=70,2.0
2021-01-28,>=70,14.0
2021-01-29,>=70,17.0
2021-01-30,>=70,17.0
2021-01-31,>=70,17.0
2021-02-01,>=70,17.0
2021-02-02,>=70,17.0
2021-02-03,>=70,17.0
2021-02-04,>=70,17.0
2021-02-05,>=70,17.0
2021-02-06,>=70,17.0
2021-02-07,>=70,17.0
2021-02-08,>=70,18.0
2021-02-09,>=70,18.0
2021-02-10,>=70,18.0
2021-02-11,>=70,18.0
2021-02-12,>=70,18.0
2021-02-13,>=70,18.0
2021-02-14,>=70,18.0
2021-02-15,>=70,18.0
2021-02-16,>=70,18.0
2021-02-17,>=70,18.0
2021-02-18,>=70,23.0
2021-02-19,>=70,26.0
2021-02-20,>=70,26.0
2021-02-21,>=70,26.0
2021-02-22,>=70,206.0
2021-02-23,>=70,519.0
2021-02-24,>=70,687.0
2021-02-25,>=70,778.0
2021-02-26,>=70,778.0
2021-02-27,>=70,778.0
2021-02-28,>=70,778.0
2021-03-01,>=70,778.0
2021-03-02,>=70,781.0
2021-03-03,>=70,781.0
2021-03-04,>=70,781.0
2021-03-05,>=70,781.0
2021-03-06,>=70,781.0
2021-03-07,>=70,781.0
2021-03-08,>=70,781.0
2021-03-09,>=70,782.0
2021-03-10,>=70,798.0
2021-03-11,>=70,803.0
2021-03-12,>=70,803.0
2021-03-13,>=70,803.0
2021-03-14,>=70,803.0
2021-03-15,>=70,819.0
2021-03-16,>=70,1422.0
2021-03-17,>=70,55669.0
2021-03-18,>=70,135451.0
2021-03-19,>=70,220600.0
2021-03-20,>=70,234167.0
2021-03-21,>=70,238457.0
2021-03-22,>=70,382954.0
2021-03-23,>=70,534501.0
2021-03-24,>=70,703148.0
2021-03-25,>=70,845190.0
2021-03-26,>=70,972826.0
2021-03-27,>=70,981602.0
2021-03-28,>=70,982765.0
2021-03-29,>=70,1061162.0
2021-03-30,>=70,1101787.0
2021-03-31,>=70,1131680.0
2021-04-01,>=70,1157148.0
2021-04-02,>=70,1178527.0
2021-04-03,>=70,1180755.0
2021-04-04,>=70,1181023.0
2021-04-05,>=70,1205535.0
2021-04-06,>=70,1224607.0
2021-04-07,>=70,1239822.0
2021-04-08,>=70,1252591.0
2021-04-09,>=70,1264355.0
2021-04-10,>=70,1264962.0
2021-04-11,>=70,1265010.0
2021-04-12,>=70,1273349.0
2021-04-13,>=70,1280402.0
2021-04-14,>=70,1287093.0
2021-04-15,>=70,1294427.0
2021-04-16,>=70,1294625.0
2021-04-17,>=70,1294697.0
2021-04-18,>=70,1294717.0
2021-04-19,>=70,1303308.0
2021-04-20,>=70,1309279.0
2021-04-21,>=70,1314783.0
2021-04-22,>=70,1320426.0
2021-04-23,>=70,1325917.0
2021-04-24,>=70,1326507.0
2021-04-25,>=70,1326560.0
2021-04-26,>=70,1331672.0
2021-04-27,>=70,1336155.0
2021-04-28,>=70,1340384.0
2021-04-29,>=70,1344297.0
2021-04-30,>=70,1348060.0
2021-05-01,>=70,1348462.0
2021-05-02,>=70,1348500.0
2021-05-03,>=70,1352169.0
2021-05-04,>=70,1355440.0
2021-05-05,>=70,1358400.0
2021-05-06,>=70,1360967.0
2021-05-07,>=70,1363312.0
2021-05-08,>=70,1363507.0
2021-05-09,>=70,1363525.0
2021-05-10,>=70,1366031.0
2021-05-11,>=70,1368287.0
2021-05-12,>=70,1370416.0
2021-05-13,>=70,1372261.0
2021-05-14,>=70,1373007.0
2021-05-15,>=70,1373030.0
2021-05-16,>=70,1373038.0
2021-05-17,>=70,1374643.0
2021-05-18,>=70,1376304.0
2021-05-19,>=70,1377956.0
2021-05-20,>=70,1379501.0
2021-05-21,>=70,1380748.0
2021-05-22,>=70,1380887.0
2021-05-23,>=70,1380893.0
2021-05-24,>=70,1382133.0
2021-05-25,>=70,1383645.0
2021-05-26,>=70,1384816.0
2021-05-27,>=70,1385962.0
2021-05-28,>=70,1387103.0
2021-05-29,>=70,1387110.0
2021-05-30,>=70,1387112.0
2021-05-31,>=70,1388243.0
2021-06-01,>=70,1389477.0
2021-06-02,>=70,1390508.0
2021-06-03,>=70,1391707.0
2021-06-04,>=70,1391722.0
2021-06-05,>=70,1391818.0
2021-06-06,>=70,1391826.0
2021-06-07,>=70,1393025.0
2021-06-08,>=70,1394097.0
2021-06-09,>=70,1394908.0
2021-06-10,>=70,1395673.0
2021-06-11,>=70,1396668.0
2021-06-12,>=70,1396764.0
2021-06-13,>=70,1396777.0
2021-06-14,>=70,1397666.0
2021-06-15,>=70,1398591.0
2021-06-16,>=70,1399475.0
2021-06-17,>=70,1400318.0
2021-06-18,>=70,1401117.0
2021-06-19,>=70,1401240.0
2021-06-20,>=70,1401248.0
2021-06-21,>=70,1402271.0
2021-06-22,>=70,1403331.0
2021-06-23,>=70,1404297.0
2021-06-24,>=70,1405159.0
2021-06-25,>=70,1405975.0
2021-06-26,>=70,1406041.0
2021-06-27,>=70,1406044.0
2021-06-28,>=70,1406796.0
2021-06-29,>=70,1407515.0
2021-06-30,>=70,1408227.0
2021-07-01,>=70,1409012.0
2021-07-02,>=70,1409382.0
2021-07-03,>=70,1409501.0
2021-07-04,>=70,1409508.0
2021-07-05,>=70,1409613.0
2021-07-06,>=70,1412095.0
2021-07-07,>=70,1413842.0
2021-07-08,>=70,1415724.0
2021-07-09,>=70,1417405.0
2021-07-10,>=70,1417730.0
2021-07-11,>=70,1417772.0
2021-07-12,>=70,1417811.0
2021-07-13,>=70,1420516.0
2021-07-14,>=70,1422411.0
2021-07-15,>=70,1423721.0
2021-07-16,>=70,1424786.0
2021-07-17,>=70,1424969.0
2021-07-18,>=70,1424989.0
2021-07-19,>=70,1426474.0
2021-07-20,>=70,1427953.0
2021-07-21,>=70,1429595.0
2021-07-22,>=70,1430966.0
2021-07-23,>=70,1432139.0
2021-07-24,>=70,1432377.0
2021-07-25,>=70,1432400.0
2021-07-26,>=70,1433563.0
2021-07-27,>=70,1434688.0
2021-07-28,>=70,1435706.0
2021-07-29,>=70,1436837.0
2021-07-30,>=70,1436861.0
2021-07-31,>=70,1436951.0
2021-08-01,>=70,1436958.0
2021-08-02,>=70,1437658.0
2021-08-03,>=70,1438501.0
2021-08-04,>=70,1439208.0
2021-08-05,>=70,1439743.0
2021-08-06,>=70,1440373.0
2021-08-07,>=70,1440471.0
2021-08-08,>=70,1440483.0
2021-08-09,>=70,1440901.0
2021-08-10,>=70,1441638.0
2021-08-11,>=70,1442223.0
2021-08-12,>=70,1442964.0
2021-08-13,>=70,1443574.0
2021-08-14,>=70,1443663.0
2021-08-15,>=70,1443665.0
2021-08-16,>=70,1444022.0
2021-08-17,>=70,1444488.0
2021-08-18,>=70,1445030.0
2021-08-19,>=70,1445367.0
2021-08-20,>=70,1445648.0
2021-08-21,>=70,1445660.0
2021-08-22,>=70,1445661.0
2021-08-23,>=70,1446125.0
2021-08-24,>=70,1446552.0
2021-08-25,>=70,1447688.0
2021-08-26,>=70,1448491.0
2021-08-27,>=70,1448934.0
2021-08-28,>=70,1448957.0
2021-08-29,>=70,1448960.0
2021-08-30,>=70,1449462.0
2021-08-31,>=70,1449988.0
2021-09-01,>=70,1450711.0
2021-09-02,>=70,1451146.0
2021-09-03,>=70,1451530.0
2021-09-04,>=70,1451564.0
2021-09-05,>=70,1451566.0
2021-09-06,>=70,1452154.0
2021-09-07,>=70,1452597.0
2021-09-08,>=70,1452897.0
2021-09-09,>=70,1453326.0
2021-09-10,>=70,1453592.0
2021-09-11,>=70,1453610.0
2021-09-12,>=70,1453613.0
2021-09-13,>=70,1455144.0
2021-09-14,>=70,1456842.0
2021-09-15,>=70,1457132.0
2021-09-16,>=70,1457341.0
2021-09-17,>=70,1457478.0
2021-09-18,>=70,1457492.0
2021-09-19,>=70,1457495.0
2021-09-20,>=70,1458830.0
2021-09-21,>=70,1460170.0
2021-09-22,>=70,1460338.0
2021-09-23,>=70,1460473.0
2021-09-24,>=70,1460594.0
2021-09-25,>=70,1460604.0
2021-09-26,>=70,1460606.0
2021-09-27,>=70,1461529.0
2021-09-28,>=70,1462496.0
2021-09-29,>=70,1462784.0
2021-09-30,>=70,1462907.0
2021-10-01,>=70,1462911.0
2021-10-02,>=70,1462912.0
2021-10-03,>=70,1462912.0
2021-10-04,>=70,1463444.0
2021-10-05,>=70,1464071.0
2021-10-06,>=70,1464510.0
2021-10-07,>=70,1464766.0
2021-10-08,>=70,1464952.0
2021-10-09,>=70,1464959.0
2021-10-10,>=70,1464960.0
2021-10-11,>=70,1465392.0
2021-10-12,>=70,1465874.0
2021-10-13,>=70,1466104.0
2021-10-14,>=70,1466243.0
2021-10-15,>=70,1466383.0
2021-10-16,>=70,1466390.0
2021-10-17,>=70,1466390.0
2021-10-18,>=70,1466748.0
2021-10-19,>=70,1467097.0
2021-10-20,>=70,1467251.0
2021-10-21,>=70,1467386.0
2021-10-22,>=70,1467500.0
2021-10-23,>=70,1467507.0
2021-10-24,>=70,1467507.0
2021-10-25,>=70,1467507.0
2021-10-26,>=70,1467863.0
2021-10-27,>=70,1468089.0
2021-10-28,>=70,1468237.0
2021-10-29,>=70,1468325.0
2021-10-30,>=70,1468332.0
2021-10-31,>=70,1468333.0
2021-11-01,>=70,1468529.0
2021-11-02,>=70,1468722.0
2021-11-03,>=70,1468964.0
2021-11-04,>=70,1469161.0
2021-11-05,>=70,1469329.0
2021-11-06,>=70,1469338.0
2021-11-07,>=70,1469338.0
2021-11-08,>=70,1469566.0
2021-11-09,>=70,1469816.0
2021-11-10,>=70,1470079.0
2021-11-11,>=70,1470349.0
2021-11-12,>=70,1470568.0
2021-11-13,>=70,1470582.0
2021-11-14,>=70,1470583.0
2021-11-15,>=70,1470587.0
2021-11-16,>=70,1470905.0
2021-11-17,>=70,1471158.0
2021-11-18,>=70,1471387.0
2021-11-19,>=70,1471570.0
2021-11-20,>=70,1471576.0
2021-11-21,>=70,1471577.0
2021-11-22,>=70,1471707.0
2021-11-23,>=70,1471870.0
2021-11-24,>=70,1472082.0
2021-11-25,>=70,1472274.0
2021-11-26,>=70,1472440.0
2021-11-27,>=70,1472455.0
2021-11-28,>=70,1472455.0
2021-11-29,>=70,1472684.0
2021-11-30,>=70,1472909.0
2021-12-01,>=70,1473144.0
2021-12-02,>=70,1473330.0
2021-12-03,>=70,1473504.0
2021-12-04,>=70,1473518.0
2021-12-05,>=70,1473522.0
2021-12-06,>=70,1473740.0
2021-12-07,>=70,1473981.0
2021-12-08,>=70,1474249.0
2021-12-09,>=70,1474515.0
2021-12-10,>=70,1474729.0
2021-12-11,>=70,1474753.0
2021-12-12,>=70,1474753.0
2021-12-13,>=70,1474909.0
2021-12-14,>=70,1475208.0
2021-12-15,>=70,1475403.0
2021-12-16,>=70,1475638.0
2021-12-17,>=70,1475857.0
2021-12-18,>=70,1475873.0
2021-12-19,>=70,1475876.0
2021-12-20,>=70,1476190.0
2021-12-21,>=70,1476473.0
2021-12-22,>=70,1476475.0
2021-12-23,>=70,1476794.0
2021-12-24,>=70,1477006.0
2021-12-25,>=70,1477022.0
2021-12-26,>=70,1477025.0
2021-12-27,>=70,1477324.0
2021-12-28,>=70,1477583.0
2021-12-29,>=70,1477819.0
2021-12-30,>=70,1478050.0
2021-12-31,>=70,1478215.0
2022-01-01,>=70,1478227.0
2022-01-02,>=70,1478228.0
2022-01-03,>=70,1478443.0
2022-01-04,>=70,1478592.0
2022-01-05,>=70,1478770.0
2022-01-06,>=70,1478916.0
2022-01-07,>=70,1478969.0
2022-01-08,>=70,1478969.0
2022-01-09,>=70,1478970.0
2022-01-10,>=70,1479193.0
2022-01-11,>=70,1479418.0
2022-01-12,>=70,1479596.0
2022-01-13,>=70,1479811.0
2022-01-14,>=70,1479863.0
2022-01-15,>=70,1479863.0
2022-01-16,>=70,1479864.0
2022-01-17,>=70,1480047.0
2022-01-18,>=70,1480252.0
2022-01-19,>=70,1480376.0
2022-01-20,>=70,1480544.0
2022-01-21,>=70,1480671.0
2022-01-22,>=70,1480683.0
2022-01-23,>=70,1480686.0
2022-01-24,>=70,1480870.0
2022-01-25,>=70,1481039.0
2022-01-26,>=70,1481186.0
2022-01-27,>=70,1481331.0
2022-01-28,>=70,1481458.0
2022-01-29,>=70,1481468.0
2022-01-30,>=70,1481468.0
2022-01-31,>=70,1481596.0
2022-02-01,>=70,1481702.0
2022-02-02,>=70,1481818.0
2022-02-03,>=70,1481952.0
2022-02-04,>=70,1482015.0
2022-02-05,>=70,1482020.0
2022-02-06,>=70,1482020.0
2022-02-07,>=70,1482147.0
2022-02-08,>=70,1482263.0
2022-02-09,>=70,1482374.0
2022-02-10,>=70,1482484.0
2022-02-11,>=70,1482548.0
2022-02-12,>=70,1482550.0
2022-02-13,>=70,1482550.0
2022-02-14,>=70,1482680.0
2022-02-15,>=70,1482799.0
2022-02-16,>=70,1482952.0
2022-02-17,>=70,1483088.0
2022-02-18,>=70,1483242.0
2022-02-19,>=70,1483253.0
2022-02-20,>=70,1483254.0
2022-02-21,>=70,1483381.0
2022-02-22,>=70,1483524.0
2022-02-23,>=70,1483671.0
2022-02-24,>=70,1483789.0
2022-02-25,>=70,1483904.0
2022-02-26,>=70,1483915.0
2022-02-27,>=70,1483915.0
2022-02-28,>=70,1484029.0
2022-03-01,>=70,1484168.0
2022-03-02,>=70,1484324.0
2022-03-03,>=70,1484454.0
2022-03-04,>=70,1484568.0
2022-03-05,>=70,1484577.0
2022-03-06,>=70,1484577.0
2022-03-07,>=70,1484693.0
2022-03-08,>=70,1484818.0
2022-03-09,>=70,1484933.0
2022-03-10,>=70,1485040.0
2022-03-11,>=70,1485130.0
2022-03-12,>=70,1485142.0
2022-03-13,>=70,1485142.0
2022-03-14,>=70,1485246.0
2022-03-15,>=70,1485328.0
2022-03-16,>=70,1485420.0
2022-03-17,>=70,1485512.0
2022-03-18,>=70,1485590.0
2022-03-19,>=70,1485595.0
2022-03-20,>=70,1485595.0
2022-03-21,>=70,1485685.0
2022-03-22,>=70,1485776.0
2022-03-23,>=70,1485872.0
2022-03-24,>=70,1485960.0
2022-03-25,>=70,1486020.0
2022-03-26,>=70,1486026.0
2022-03-27,>=70,1486026.0
2022-03-28,>=70,1486116.0
2022-03-29,>=70,1486202.0
2022-03-30,>=70,1486292.0
2022-03-31,>=70,1486368.0
2022-04-01,>=70,1486457.0
2022-04-02,>=70,1486466.0
2022-04-03,>=70,1486466.0
2022-04-04,>=70,1486536.0
2022-04-05,>=70,1486635.0
2022-04-06,>=70,1486698.0
2022-04-07,>=70,1486759.0
2022-04-08,>=70,1486843.0
2022-04-09,>=70,1486854.0
2022-04-10,>=70,1486854.0
2022-04-11,>=70,1486936.0
2022-04-12,>=70,1486992.0
