Fecha,agerange,Porcentaje de la población
2021-07-09,40-49,72.2321214631216
2021-07-10,40-49,72.4292285776728
2021-07-11,40-49,72.45093292979037
2021-07-12,40-49,72.48997819408505
2021-07-13,40-49,73.34777030099836
2021-07-14,40-49,73.98554723367312
2021-07-15,40-49,74.42900062555178
2021-07-16,40-49,74.78710362756084
2021-07-17,40-49,74.88783890480667
2021-07-18,40-49,74.89874750465778
2021-07-19,40-49,75.39986601230115
2021-07-20,40-49,75.86686693351359
2021-07-21,40-49,76.38871178087406
2021-07-22,40-49,76.88648247683896
2021-07-23,40-49,77.41415778274057
2021-07-24,40-49,77.56202573451553
2021-07-25,40-49,77.58000611633908
2021-07-26,40-49,78.0329010894682
2021-07-27,40-49,78.51400795876398
2021-07-28,40-49,78.91089291403685
2021-07-29,40-49,79.29156543297925
2021-07-30,40-49,79.36055292307218
2021-07-31,40-49,79.42995418764221
2021-08-01,40-49,79.4380792137382
2021-08-02,40-49,79.76360687964015
2021-08-03,40-49,80.05245908052541
2021-08-04,40-49,80.30151369988486
2021-08-05,40-49,80.47228971134717
2021-08-06,40-49,80.68737720772194
2021-08-07,40-49,80.73936232839173
2021-08-08,40-49,80.74331199385507
2021-08-09,40-49,80.95531498958228
2021-08-10,40-49,81.16720513772484
2021-08-11,40-49,81.30179469037067
2021-08-12,40-49,81.50172299453855
2021-08-13,40-49,81.65346538005373
2021-08-14,40-49,81.68976468645486
2021-08-15,40-49,81.69145740022486
2021-08-16,40-49,81.80855557724736
2021-08-17,40-49,81.93720182376744
2021-08-18,40-49,82.14130548856798
2021-08-19,40-49,82.2808979508007
2021-08-20,40-49,82.38938209552698
2021-08-21,40-49,82.4013063236401
2021-08-22,40-49,82.40172009811721
2021-08-23,40-49,82.49632398992948
2021-08-24,40-49,82.57753663502797
2021-08-25,40-49,82.81391470904319
2021-08-26,40-49,82.99108541696995
2021-08-27,40-49,83.10701750228422
2021-08-28,40-49,83.11032769810112
2021-08-29,40-49,83.11171948497868
2021-08-30,40-49,83.22919382061673
2021-08-31,40-49,83.349188418979
2021-09-01,40-49,83.4894955825813
2021-09-02,40-49,83.58549126127113
2021-09-03,40-49,83.67618310348162
2021-09-04,40-49,83.68276587925384
2021-09-05,40-49,83.6838943551005
2021-09-06,40-49,83.81720496845347
2021-09-07,40-49,83.91346395817418
2021-09-08,40-49,83.98072111863554
2021-09-09,40-49,84.0716010401538
2021-09-10,40-49,84.13678932822961
2021-09-11,40-49,84.14032521921584
2021-09-12,40-49,84.14119038403162
2021-09-13,40-49,84.5544758549427
2021-09-14,40-49,85.03663596836205
2021-09-15,40-49,85.12428092578654
2021-09-16,40-49,85.18472961530634
2021-09-17,40-49,85.23727897389948
2021-09-18,40-49,85.2468334027346
2021-09-19,40-49,85.25044452544394
2021-09-20,40-49,85.60809613711433
2021-09-21,40-49,85.96495781569206
2021-09-22,40-49,86.03334345200008
2021-09-23,40-49,86.07942288240567
2021-09-24,40-49,86.11756536602302
2021-09-25,40-49,86.12580323970369
2021-09-26,40-49,86.12873727690503
2021-09-27,40-49,86.3580435689478
2021-09-28,40-49,86.57832205421725
2021-09-29,40-49,86.65291430768195
2021-09-30,40-49,86.69233573059219
2021-10-01,40-49,86.69936989670308
2021-10-02,40-49,86.70162684839642
2021-10-03,40-49,86.70279294010464
2021-10-04,40-49,86.83237958316359
2021-10-05,40-49,86.96847377027166
2021-10-06,40-49,87.05976746626703
2021-10-07,40-49,87.11179020279839
2021-10-08,40-49,87.15655307804953
2021-10-09,40-49,87.15918618835842
2021-10-10,40-49,87.1597128104202
2021-10-11,40-49,87.25435431809402
2021-10-12,40-49,87.3601301207883
2021-10-13,40-49,87.41467312004387
2021-10-14,40-49,87.45650195809367
2021-10-15,40-49,87.48640656803035
2021-10-16,40-49,87.48798643421568
2021-10-17,40-49,87.4884002086928
2021-10-18,40-49,87.57036517102239
2021-10-19,40-49,87.65488801193777
2021-10-20,40-49,87.69186440384689
2021-10-21,40-49,87.72049007449068
2021-10-22,40-49,87.74606886034849
2021-10-23,40-49,87.74798726928782
2021-10-24,40-49,87.74836342790337
2021-10-25,40-49,87.75246355681293
2021-10-26,40-49,87.82871090818608
2021-10-27,40-49,87.88171165711788
2021-10-28,40-49,87.92662499581525
2021-10-29,40-49,87.9530689464888
2021-10-30,40-49,87.95483689198191
2021-10-31,40-49,87.95521305059746
2021-11-01,40-49,88.00407605475816
2021-11-02,40-49,88.0586566698753
2021-11-03,40-49,88.10214060583354
2021-11-04,40-49,88.14664017005379
2021-11-05,40-49,88.18707722122603
2021-11-06,40-49,88.18824331293426
2021-11-07,40-49,88.18831854465736
2021-11-08,40-49,88.24447902595983
2021-11-09,40-49,88.3093663871432
2021-11-10,40-49,88.36989030838612
2021-11-11,40-49,88.4328216447686
2021-11-12,40-49,88.48928305296351
2021-11-13,40-49,88.49323271842684
2021-11-14,40-49,88.49360887704239
2021-11-15,40-49,88.49507589564307
2021-11-16,40-49,88.57587476626443
2021-11-17,40-49,88.64324477431047
2021-11-18,40-49,88.70369346383028
2021-11-19,40-49,88.75804838377809
2021-11-20,40-49,88.76263751888787
2021-11-21,40-49,88.76312652508808
2021-11-22,40-49,88.80439112521455
2021-11-23,40-49,88.86322233268746
2021-11-24,40-49,88.91750202091217
2021-11-25,40-49,88.96873482435086
2021-11-26,40-49,89.01496471820265
2021-11-27,40-49,89.02252550637533
2021-11-28,40-49,89.02312736016022
2021-11-29,40-49,89.08406505588025
2021-11-30,40-49,89.13969891512093
2021-12-01,40-49,89.18615450414207
2021-12-02,40-49,89.23200823937832
2021-12-03,40-49,89.27252052227367
2021-12-04,40-49,89.27662065118322
2021-12-05,40-49,89.27710965738345
2021-12-06,40-49,89.32740206428325
2021-12-07,40-49,89.37607698913617
2021-12-08,40-49,89.4229463526344
2021-12-09,40-49,89.4674835327162
2021-12-10,40-49,89.51074177350512
2021-12-11,40-49,89.51706123824646
2021-12-12,40-49,89.51773832375446
2021-12-13,40-49,89.55087789778491
2021-12-14,40-49,89.60079414606916
2021-12-15,40-49,89.64781397301363
2021-12-16,40-49,89.69223830551076
2021-12-17,40-49,89.73538369871501
2021-12-18,40-49,89.74147746828702
2021-12-19,40-49,89.742493096549
2021-12-20,40-49,89.7933873572337
2021-12-21,40-49,89.84153566002483
2021-12-22,40-49,89.84270175173306
2021-12-23,40-49,89.89280607932508
2021-12-24,40-49,89.93504869185199
2021-12-25,40-49,89.94204524210133
2021-12-26,40-49,89.94302325450178
2021-12-27,40-49,89.99692678411091
2021-12-28,40-49,90.04402184277849
2021-12-29,40-49,90.08581306496673
2021-12-30,40-49,90.12365462169164
2021-12-31,40-49,90.15634280538343
2022-01-01,40-49,90.16093194049321
2022-01-02,40-49,90.16119525152409
2022-01-03,40-49,90.19914965583368
2022-01-04,40-49,90.22965611955524
2022-01-05,40-49,90.26072682120015
2022-01-06,40-49,90.28461289328794
2022-01-07,40-49,90.29213606559905
2022-01-08,40-49,90.29213606559905
2022-01-09,40-49,90.29239937662994
2022-01-10,40-49,90.33076755541663
2022-01-11,40-49,90.36988805143442
2022-01-12,40-49,90.40287716201865
2022-01-13,40-49,90.43360932090957
2022-01-14,40-49,90.4433142131909
2022-01-15,40-49,90.44346467663713
2022-01-16,40-49,90.44384083525269
2022-01-17,40-49,90.48386411194781
2022-01-18,40-49,90.5202010342105
2022-01-19,40-49,90.54593028351451
2022-01-20,40-49,90.57369078934252
2022-01-21,40-49,90.60231645998633
2022-01-22,40-49,90.60600281441876
2022-01-23,40-49,90.60656705234209
2022-01-24,40-49,90.6410984132501
2022-01-25,40-49,90.67164249283324
2022-01-26,40-49,90.69797359592215
2022-01-27,40-49,90.7226496011026
2022-01-28,40-49,90.74405302632772
2022-01-29,40-49,90.7469494476675
2022-01-30,40-49,90.74721275869838
2022-01-31,40-49,90.77376955695662
2022-02-01,40-49,90.7965647690593
2022-02-02,40-49,90.82011229839308
2022-02-03,40-49,90.83989824157132
2022-02-04,40-49,90.8548317386089
2022-02-05,40-49,90.85648683651732
2022-02-06,40-49,90.856599684102
2022-02-07,40-49,90.87804072518867
2022-02-08,40-49,90.89778905250535
2022-02-09,40-49,90.91693552603714
2022-02-10,40-49,90.93480306027604
2022-02-11,40-49,90.95011271592915
2022-02-12,40-49,90.95173019797605
2022-02-13,40-49,90.95188066142227
2022-02-14,40-49,90.97697044107983
2022-02-15,40-49,90.9960416828885
2022-02-16,40-49,91.01752033983675
2022-02-17,40-49,91.03629065475297
2022-02-18,40-49,91.05585090276188
2022-02-19,40-49,91.05780692756275
2022-02-20,40-49,91.05803262273209
2022-02-21,40-49,91.08248293274322
2022-02-22,40-49,91.10384874210679
2022-02-23,40-49,91.1242365390699
2022-02-24,40-49,91.14153983538546
2022-02-25,40-49,91.15865505239326
2022-02-26,40-49,91.16034776616326
2022-02-27,40-49,91.16061107719415
2022-02-28,40-49,91.17923092866415
2022-03-01,40-49,91.19672230428749
2022-03-02,40-49,91.21474030197263
2022-03-03,40-49,91.23204359828819
2022-03-04,40-49,91.24991113252707
2022-03-05,40-49,91.25186715732796
2022-03-06,40-49,91.25205523663574
2022-03-07,40-49,91.27044939293641
2022-03-08,40-49,91.2879031526982
2022-03-09,40-49,91.30347611938221
2022-03-10,40-49,91.31713067712688
2022-03-11,40-49,91.33018338108667
2022-03-12,40-49,91.33176324727201
2022-03-13,40-49,91.33202655830289
2022-03-14,40-49,91.3482766104949
2022-03-15,40-49,91.36204401582424
2022-03-16,40-49,91.37457009772226
2022-03-17,40-49,91.38796134443604
2022-03-18,40-49,91.39853140153315
2022-03-19,40-49,91.39996080427227
2022-03-20,40-49,91.4002617311647
2022-03-21,40-49,91.41654939921827
2022-03-22,40-49,91.42790938940804
2022-03-23,40-49,91.43908130029006
2022-03-24,40-49,91.44957612566405
2022-03-25,40-49,91.46040949379206
2022-03-26,40-49,91.46195174411585
2022-03-27,40-49,91.46217743928517
2022-03-28,40-49,91.47413928325985
2022-03-29,40-49,91.48354324864874
2022-03-30,40-49,91.49321052506852
2022-03-31,40-49,91.50186217322631
2022-04-01,40-49,91.51002481518387
2022-04-02,40-49,91.51115329103054
2022-04-03,40-49,91.51122852275365
2022-04-04,40-49,91.52194904329698
2022-04-05,40-49,91.53112731351655
2022-04-06,40-49,91.54011750442834
2022-04-07,40-49,91.54718928640078
2022-04-08,40-49,91.55441153181944
2022-04-09,40-49,91.55557762352767
2022-04-10,40-49,91.55565285525078
2022-04-11,40-49,91.5662229123479
2022-04-12,40-49,91.57510025567501
2022-04-13,40-49,91.58397759900213
2022-04-14,40-49,91.5912750761439
2022-04-15,40-49,91.59853493742413
2022-04-16,40-49,91.59936248637835
2022-04-17,40-49,91.59936248637835
2022-04-18,40-49,91.60808936625925
2022-04-19,40-49,91.61531161167792
2022-04-20,40-49,91.62287239985059
2022-04-21,40-49,91.62877809011482
2022-04-22,40-49,91.6350599389946
2022-04-23,40-49,91.63690311621082
2022-04-24,40-49,91.63701596379549
2022-04-25,40-49,91.6431849650906
2022-04-26,40-49,91.6492787346626
2022-04-27,40-49,91.65541012009616
2022-04-28,40-49,91.66131581036039
2022-04-29,40-49,91.66135342622194
2022-04-30,40-49,91.66142865794505
2022-05-01,40-49,91.66146627380661
2022-05-02,40-49,91.66910229370238
2022-05-03,40-49,91.6752712949975
2022-05-04,40-49,91.68019897286128
2022-05-05,40-49,91.68463764452484
2022-05-06,40-49,91.68900108446529
2022-05-07,40-49,91.68952770652706
2022-05-08,40-49,91.68956532238862
2022-05-09,40-49,91.69532054920663
2022-05-10,40-49,91.70002253190107
2022-05-11,40-49,91.70468689873397
2022-05-12,40-49,91.70980265590552
2022-05-13,40-49,91.71390278481508
2022-05-14,40-49,91.71469271790774
2022-05-15,40-49,91.71469271790774
2022-05-16,40-49,91.72003417024864
2022-05-17,40-49,91.72537562258954
2022-05-18,40-49,91.73026568459176
2022-05-19,40-49,91.73538144176331
2022-05-20,40-49,91.7403091196271
2022-05-21,40-49,91.74113666858132
2022-05-22,40-49,91.74124951616598
2022-05-23,40-49,91.74689189539932
2022-05-24,40-49,91.75166910981687
2022-05-25,40-49,91.7562206290651
2022-05-26,40-49,91.76156208140598
2022-05-27,40-49,91.76562459445398
2022-05-28,40-49,91.76648975926977
2022-05-29,40-49,91.76652737513132
2022-05-30,40-49,91.772733992288
2022-05-31,40-49,91.77736074325932
2022-06-01,40-49,91.78176179906133
2022-06-02,40-49,91.78608762314022
2022-06-03,40-49,91.79105291686555
2022-06-04,40-49,91.79131622789644
2022-06-05,40-49,91.79139145961956
2022-06-06,40-49,91.796770527822
2022-06-07,40-49,91.80226244360912
2022-06-08,40-49,91.80734058491913
2022-06-09,40-49,91.81245634209068
2022-06-10,40-49,91.81629315996935
2022-06-11,40-49,91.8176097151238
2022-06-12,40-49,91.81776017857001
2022-06-13,40-49,91.82283831988002
2022-06-14,40-49,91.82791646119001
2022-06-15,40-49,91.83344599283869
2022-06-16,40-49,91.83893790862581
2022-06-17,40-49,91.84311326925847
2022-06-18,40-49,91.84424174510514
2022-06-19,40-49,91.84439220855137
2022-06-20,40-49,91.8502978988156
2022-06-21,40-49,91.85488703392537
2022-06-22,40-49,91.85936332145049
2022-06-23,40-49,91.86508093240693
2022-06-24,40-49,91.86974529923982
2022-06-25,40-49,91.87079854336338
2022-06-26,40-49,91.8709490068096
2022-06-27,40-49,91.87580145295027
2022-06-28,40-49,91.88042820392161
2022-06-29,40-49,91.88501733903138
2020-12-24,50-59,
2020-12-25,50-59,
2020-12-26,50-59,
2020-12-27,50-59,
2020-12-28,50-59,
2020-12-29,50-59,
2020-12-30,50-59,
2020-12-31,50-59,
2021-01-01,50-59,
2021-01-02,50-59,
2021-01-03,50-59,
2021-01-04,50-59,
2021-01-05,50-59,
2021-01-06,50-59,
2021-01-07,50-59,
2021-01-08,50-59,
2021-01-09,50-59,
2021-01-10,50-59,
2021-01-11,50-59,
2021-01-12,50-59,
2021-01-13,50-59,
2021-01-14,50-59,
2021-01-15,50-59,
2021-01-16,50-59,
2021-01-17,50-59,
2021-01-18,50-59,
2021-01-19,50-59,
2021-01-20,50-59,
2021-01-21,50-59,0.0
2021-01-22,50-59,0.0
2021-01-23,50-59,0.0
2021-01-24,50-59,0.0
2021-01-25,50-59,0.0
2021-01-26,50-59,0.0
2021-01-27,50-59,0.004681072667801827
2021-01-28,50-59,0.024241269172545175
2021-01-29,50-59,0.03489906855012969
2021-01-30,50-59,0.0352334308835441
2021-01-31,50-59,0.0352334308835441
2021-02-01,50-59,0.0352334308835441
2021-02-02,50-59,0.0352334308835441
2021-02-03,50-59,0.0352334308835441
2021-02-04,50-59,0.0352334308835441
2021-02-05,50-59,0.035275226175220914
2021-02-06,50-59,0.035275226175220914
2021-02-07,50-59,0.035275226175220914
2021-02-08,50-59,0.04058322821817477
2021-02-09,50-59,0.0432999221771669
2021-02-10,50-59,0.0432999221771669
2021-02-11,50-59,0.0432999221771669
2021-02-12,50-59,0.0433417174688437
2021-02-13,50-59,0.0433417174688437
2021-02-14,50-59,0.0433417174688437
2021-02-15,50-59,0.0433417174688437
2021-02-16,50-59,0.0433417174688437
2021-02-17,50-59,0.0433417174688437
2021-02-18,50-59,0.052912839262831364
2021-02-19,50-59,0.05496080855499466
2021-02-20,50-59,0.055002603846671466
2021-02-21,50-59,0.055002603846671466
2021-02-22,50-59,0.11903299069553215
2021-02-23,50-59,0.22577816563808453
2021-02-24,50-59,0.2727142781911332
2021-02-25,50-59,0.2904772771537741
2021-02-26,50-59,0.2916057500290477
2021-02-27,50-59,0.2917311359040781
2021-02-28,50-59,0.2917311359040781
2021-03-01,50-59,0.2917311359040781
2021-03-02,50-59,0.29194011236246215
2021-03-03,50-59,0.29194011236246215
2021-03-04,50-59,0.29194011236246215
2021-03-05,50-59,0.29194011236246215
2021-03-06,50-59,0.29194011236246215
2021-03-07,50-59,0.29194011236246215
2021-03-08,50-59,0.2920654982374925
2021-03-09,50-59,0.292190884112523
2021-03-10,50-59,0.29311038052941263
2021-03-11,50-59,0.29377910519624145
2021-03-12,50-59,0.29457321573810064
2021-03-13,50-59,0.29457321573810064
2021-03-14,50-59,0.29457321573810064
2021-03-15,50-59,0.29582707448840473
2021-03-16,50-59,0.3609441389208623
2021-03-17,50-59,0.9231326072655264
2021-03-18,50-59,1.3982196877557351
2021-03-19,50-59,1.8234867805671955
2021-03-20,50-59,1.8860125369156915
2021-03-21,50-59,1.8982585573769946
2021-03-22,50-59,2.3399511998174383
2021-03-23,50-59,2.890102624159183
2021-03-24,50-59,3.487733499845776
2021-03-25,50-59,4.130377904668283
2021-03-26,50-59,4.6946561375967875
2021-03-27,50-59,4.809426008541286
2021-03-28,50-59,4.818871744460243
2021-03-29,50-59,5.819576413077914
2021-03-30,50-59,7.254366981050851
2021-03-31,50-59,8.043336702033843
2021-04-01,50-59,8.60117846004412
2021-04-02,50-59,9.040864928484076
2021-04-03,50-59,9.075471429992469
2021-04-04,50-59,9.079692754451825
2021-04-05,50-59,9.90469001686022
2021-04-06,50-59,10.610487107406376
2021-04-07,50-59,10.866692245385174
2021-04-08,50-59,11.064801927933214
2021-04-09,50-59,11.304497925699675
2021-04-10,50-59,11.315490087410673
2021-04-11,50-59,11.316493174410915
2021-04-12,50-59,11.540348756631868
2021-04-13,50-59,11.775321886438848
2021-04-14,50-59,12.02074383916503
2021-04-15,50-59,12.315943984278283
2021-04-16,50-59,12.32681076011425
2021-04-17,50-59,12.33270389624068
2021-04-18,50-59,12.336799834825008
2021-04-19,50-59,15.537023523226063
2021-04-20,50-59,19.24167458687444
2021-04-21,50-59,23.01959279683225
2021-04-22,50-59,27.753243941563493
2021-04-23,50-59,30.103560373716782
2021-04-24,50-59,30.4171922424595
2021-04-25,50-59,30.44352327621589
2021-04-26,50-59,32.48325889591886
2021-04-27,50-59,34.12761105635928
2021-04-28,50-59,35.472165589602
2021-04-29,50-59,36.641848622468984
2021-04-30,50-59,37.74821178844561
2021-05-01,50-59,37.88542573102055
2021-05-02,50-59,37.905403880442066
2021-05-03,50-59,39.468213426821045
2021-05-04,50-59,40.83905719852847
2021-05-05,50-59,43.375153702185145
2021-05-06,50-59,46.04424282395739
2021-05-07,50-59,48.667440715468516
2021-05-08,50-59,48.85760929259797
2021-05-09,50-59,48.868810430767354
2021-05-10,50-59,52.50165718331499
2021-05-11,50-59,55.60199012460848
2021-05-12,50-59,58.48966862185041
2021-05-13,50-59,61.60667788452295
2021-05-14,50-59,62.383944923836445
2021-05-15,50-59,62.40003611113201
2021-05-16,50-59,62.411571611634805
2021-05-17,50-59,63.91168822049858
2021-05-18,50-59,65.89826022918866
2021-05-19,50-59,68.0722841210492
2021-05-20,50-59,69.56738529491176
2021-05-21,50-59,70.72457153556738
2021-05-22,50-59,70.88050976881352
2021-05-23,50-59,70.8881165118987
2021-05-24,50-59,71.74262125023093
2021-05-25,50-59,72.64794906324212
2021-05-26,50-59,73.30476207194307
2021-05-27,50-59,73.85085935299217
2021-05-28,50-59,74.46399628189086
2021-05-29,50-59,74.46830119693357
2021-05-30,50-59,74.46959685097553
2021-05-31,50-59,75.03659177786304
2021-06-01,50-59,75.61909275796262
2021-06-02,50-59,76.13451229492095
2021-06-03,50-59,76.63839633137648
2021-06-04,50-59,76.65072594242113
2021-06-05,50-59,76.71458914810329
2021-06-06,50-59,76.72115100889656
2021-06-07,50-59,77.20756461343117
2021-06-08,50-59,77.60127626102664
2021-06-09,50-59,77.89041608884676
2021-06-10,50-59,78.13550367923952
2021-06-11,50-59,78.48085817436494
2021-06-12,50-59,78.53473230533635
2021-06-13,50-59,78.54217186725481
2021-06-14,50-59,78.84673415770366
2021-06-15,50-59,79.14201789340028
2021-06-16,50-59,79.39245528112767
2021-06-17,50-59,79.62178604655828
2021-06-18,50-59,79.8617328160748
2021-06-19,50-59,79.91456206475428
2021-06-20,50-59,79.91899236567203
2021-06-21,50-59,80.21799588232787
2021-06-22,50-59,80.50792982068984
2021-06-23,50-59,80.78352797400667
2021-06-24,50-59,81.0230985858981
2021-06-25,50-59,81.27341058775048
2021-06-26,50-59,81.29836237688151
2021-06-27,50-59,81.29999239325691
2021-06-28,50-59,81.52292847906098
2021-06-29,50-59,81.76346038266097
2021-06-30,50-59,82.05502433739834
2021-07-01,50-59,82.37772578443493
2021-07-02,50-59,82.58452888765176
2021-07-03,50-59,82.66565354879643
2021-07-04,50-59,82.67815034100778
2021-07-05,50-59,82.80838446987269
2021-07-06,50-59,83.49361827691388
2021-07-07,50-59,84.0297264832522
2021-07-08,50-59,84.49507526078173
2021-07-09,50-59,84.9503931683088
2021-07-10,50-59,85.0615686441691
2021-07-11,50-59,85.07494313750567
2021-07-12,50-59,85.10077262776193
2021-07-13,50-59,85.68126743386104
2021-07-14,50-59,86.06072688699473
2021-07-15,50-59,86.31162402293057
2021-07-16,50-59,86.52197972593991
2021-07-17,50-59,86.57464179345268
2021-07-18,50-59,86.5807439060375
2021-07-19,50-59,86.84656196110195
2021-07-20,50-59,87.11681031708416
2021-07-21,50-59,87.42981525645173
2021-07-22,50-59,87.73061597064967
2021-07-23,50-59,88.04211627951688
2021-07-24,50-59,88.12424402766179
2021-07-25,50-59,88.13435848824757
2021-07-26,50-59,88.379362488057
2021-07-27,50-59,88.66783359121028
2021-07-28,50-59,88.91116577935261
2021-07-29,50-59,89.15098716299411
2021-07-30,50-59,89.19692018854693
2021-07-31,50-59,89.23708546384833
2021-08-01,50-59,89.24093063068258
2021-08-02,50-59,89.43105741252036
2021-08-03,50-59,89.60780970102155
2021-08-04,50-59,89.75551426180738
2021-08-05,50-59,89.85406755958127
2021-08-06,50-59,89.98225371915403
2021-08-07,50-59,90.01151042332779
2021-08-08,50-59,90.01393455024504
2021-08-09,50-59,90.11679276306165
2021-08-10,50-59,90.22094662992025
2021-08-11,50-59,90.29626174552185
2021-08-12,50-59,90.41036289179951
2021-08-13,50-59,90.49809120902911
2021-08-14,50-59,90.51786038199225
2021-08-15,50-59,90.51877987840913
2021-08-16,50-59,90.58916314959288
2021-08-17,50-59,90.66949370019569
2021-08-18,50-59,90.76909188026151
2021-08-19,50-59,90.84403083823801
2021-08-20,50-59,90.90789404392017
2021-08-21,50-59,90.91621130696385
2021-08-22,50-59,90.91667105517229
2021-08-23,50-59,90.98128657610462
2021-08-24,50-59,91.03315453307555
2021-08-25,50-59,91.19695028115693
2021-08-26,50-59,91.3238407866877
2021-08-27,50-59,91.3928448132461
2021-08-28,50-59,91.39581227895515
2021-08-29,50-59,91.39664818478869
2021-08-30,50-59,91.47618462484964
2021-08-31,50-59,91.55818698711953
2021-09-01,50-59,91.6594987741441
2021-09-02,50-59,91.73159565228659
2021-09-03,50-59,91.7982173472194
2021-09-04,50-59,91.80277303401218
2021-09-05,50-59,91.8036089398457
2021-09-06,50-59,91.8949734474512
2021-09-07,50-59,91.96138616592565
2021-09-08,50-59,92.00790432556192
2021-09-09,50-59,92.06228000003344
2021-09-10,50-59,92.10365733879347
2021-09-11,50-59,92.1066665997942
2021-09-12,50-59,92.107209938586
2021-09-13,50-59,92.37808522394334
2021-09-14,50-59,92.71407757373316
2021-09-15,50-59,92.76561116837067
2021-09-16,50-59,92.80335231675481
2021-09-17,50-59,92.83649598305452
2021-09-18,50-59,92.84180398509747
2021-09-19,50-59,92.84376836380628
2021-09-20,50-59,93.09036058469941
2021-09-21,50-59,93.32871913313221
2021-09-22,50-59,93.36721259676655
2021-09-23,50-59,93.39333465406455
2021-09-24,50-59,93.41561154452829
2021-09-25,50-59,93.42112852302962
2021-09-26,50-59,93.42267494882167
2021-09-27,50-59,93.56983617081569
2021-09-28,50-59,93.70876372034938
2021-09-29,50-59,93.74930515327587
2021-09-30,50-59,93.77204179194806
2021-10-01,50-59,93.77668106932417
2021-10-02,50-59,93.77780954219945
2021-10-03,50-59,93.77847826686629
2021-10-04,50-59,93.86298834663678
2021-10-05,50-59,93.94578481944852
2021-10-06,50-59,94.00530131479628
2021-10-07,50-59,94.03873754813773
2021-10-08,50-59,94.06322958906034
2021-10-09,50-59,94.06456703839399
2021-10-10,50-59,94.06477601485238
2021-10-11,50-59,94.1315648909519
2021-10-12,50-59,94.19939864934335
2021-10-13,50-59,94.23433951318516
2021-10-14,50-59,94.25720153773237
2021-10-15,50-59,94.27437940261154
2021-10-16,50-59,94.27513171786171
2021-10-17,50-59,94.27525710373675
2021-10-18,50-59,94.33059406991684
2021-10-19,50-59,94.38442640559656
2021-10-20,50-59,94.40469712205982
2021-10-21,50-59,94.42124805756382
2021-10-22,50-59,94.4358764096507
2021-10-23,50-59,94.43750642602609
2021-10-24,50-59,94.43759001660945
2021-10-25,50-59,94.43967978119329
2021-10-26,50-59,94.48908181595527
2021-10-27,50-59,94.52439883742217
2021-10-28,50-59,94.54985217005334
2021-10-29,50-59,94.56581797147388
2021-10-30,50-59,94.56661208201574
2021-10-31,50-59,94.56677926318244
2021-11-01,50-59,94.59520006152266
2021-11-02,50-59,94.62700627848871
2021-11-03,50-59,94.65350449341182
2021-11-04,50-59,94.68071322829341
2021-11-05,50-59,94.70507988334099
2021-11-06,50-59,94.70587399388283
2021-11-07,50-59,94.70595758446619
2021-11-08,50-59,94.74169255884986
2021-11-09,50-59,94.78499248102703
2021-11-10,50-59,94.82440544107826
2021-11-11,50-59,94.86636791392175
2021-11-12,50-59,94.90260443180554
2021-11-13,50-59,94.9050285587228
2021-11-14,50-59,94.90544651163957
2021-11-15,50-59,94.90632421276479
2021-11-16,50-59,94.96341658119529
2021-11-17,50-59,95.00696727512252
2021-11-18,50-59,95.04366354121476
2021-11-19,50-59,95.07630566401434
2021-11-20,50-59,95.07960749205681
2021-11-21,50-59,95.07985826380686
2021-11-22,50-59,95.10639827402163
2021-11-23,50-59,95.13966732619636
2021-11-24,50-59,95.17164072432912
2021-11-25,50-59,95.20089742850288
2021-11-26,50-59,95.23007054209329
2021-11-27,50-59,95.23333057484408
2021-11-28,50-59,95.23383211834421
2021-11-29,50-59,95.27345405485381
2021-11-30,50-59,95.31044288798778
2021-12-01,50-59,95.33995036391161
2021-12-02,50-59,95.3698757927522
2021-12-03,50-59,95.39754427584224
2021-12-04,50-59,95.3999684027595
2021-12-05,50-59,95.4001355839262
2021-12-06,50-59,95.43411515605943
2021-12-07,50-59,95.4696829492764
2021-12-08,50-59,95.50278482028443
2021-12-09,50-59,95.53668080183432
2021-12-10,50-59,95.56806906588359
2021-12-11,50-59,95.57249936680134
2021-12-12,50-59,95.57295911500978
2021-12-13,50-59,95.59506882430681
2021-12-14,50-59,95.6327263821076
2021-12-15,50-59,95.6653267096155
2021-12-16,50-59,95.69867935237359
2021-12-17,50-59,95.72881375767257
2021-12-18,50-59,95.73299328684026
2021-12-19,50-59,95.73332764917366
2021-12-20,50-59,95.77370190093346
2021-12-21,50-59,95.80922789885874
2021-12-22,50-59,95.8096876470672
2021-12-23,50-59,95.84387619565881
2021-12-24,50-59,95.87572420791653
2021-12-25,50-59,95.8809904146678
2021-12-26,50-59,95.88182632050135
2021-12-27,50-59,95.92144825701095
2021-12-28,50-59,95.95663989260281
2021-12-29,50-59,95.98673250261012
2021-12-30,50-59,96.01423380453346
2021-12-31,50-59,96.0388512313311
2022-01-01,50-59,96.04219485466523
2022-01-02,50-59,96.04273819345704
2022-01-03,50-59,96.06764818729641
2022-01-04,50-59,96.090719188302
2022-01-05,50-59,96.11278710230735
2022-01-06,50-59,96.13059189656167
2022-01-07,50-59,96.1371955526466
2022-01-08,50-59,96.13723734793828
2022-01-09,50-59,96.13748811968834
2022-01-10,50-59,96.16774791086235
2022-01-11,50-59,96.19487305516058
2022-01-12,50-59,96.22086972658356
2022-01-13,50-59,96.24381534171413
2022-01-14,50-59,96.25133849421596
2022-01-15,50-59,96.25138028950762
2022-01-16,50-59,96.25146388009098
