FECHA_DEF,muertes_observadas,muertes_esperadas_HDI5%,muertes_esperadas_HDI50%,muertes_esperadas_HDI95%,muertes_exceso_HDI5%,muertes_exceso_HDI50%,muertes_exceso_HDI95%,muertes_exceso_acumulado_HDI5%,muertes_exceso_acumulado_HDI50%,muertes_exceso_acumulado_HDI95%
2000-01-03,1438,1320.16667610919,1402.3917066662448,1481.8300804404478,-43.830080440447716,35.60829333375534,117.8333238908102,-43.830080440447716,35.60829333375534,117.8333238908102
2000-01-10,1428,1323.2799254664653,1402.2552187087863,1482.6857023399066,-54.685702339906484,25.744781291213712,104.72007453353471,-53.265801606262876,62.566726265522334,178.42613198975744
2000-01-17,1391,1319.592023262615,1403.406816405518,1484.7543463335737,-93.75434633357366,-12.40681640551793,71.40797673738508,-95.4901211142316,49.104617068378616,194.4510607548818
2000-01-24,1409,1321.4313060759346,1404.3435277163203,1487.8625710845981,-78.86257108459824,4.656472283679705,87.56869392406543,-111.07903473653982,53.26449131906952,222.67305440773814
2000-01-31,1355,1268.8020687819535,1352.0844550693098,1435.2819852851665,-80.28198528516641,2.915544930690203,86.19793121804645,-125.64653734178769,55.72617361443906,245.9945372165174
2000-02-07,1352,1270.1929238936823,1353.223535515669,1437.26252815977,-85.26252815977014,-1.2235355156690275,81.80707610631774,-143.02743111114464,53.81330321727046,263.7231435033534
2000-02-14,1439,1273.6059916184774,1353.861936761373,1435.8429399240242,3.1570600759757568,85.13806323862696,165.3940083815224,-77.31734524168071,140.77526336606127,365.6850492205863
2000-02-21,1360,1272.0452732726933,1353.6631370915225,1433.082155758777,-73.08215575877719,6.336862908477656,87.9547267273068,-87.19344889010289,147.03586658640165,384.58321597299863
2000-02-28,1393,1238.3842902011936,1321.936191498548,1401.4594468728335,-8.459446872833551,71.06380850145217,154.61570979880634,-25.65480227938097,220.5386231763224,469.43871510279183
2000-03-06,1337,1242.375907220769,1322.0696130003666,1405.1183553358946,-68.1183553358947,14.930386999633242,94.6240927792308,-26.214206989549435,233.1721078702825,498.42369434343914
2000-03-13,1349,1241.97321613055,1322.906848690385,1403.130633261016,-54.13063326101607,26.093151309614996,107.02678386944979,-18.2214492828838,260.5617831537662,540.2155543685443
2000-03-20,1362,1240.8731577242634,1322.0241700896813,1401.9856033525837,-39.985603352583716,39.97582991031868,121.12684227573658,8.375299972122113,302.46797837961594,590.1655465397199
2000-03-27,1399,1324.5498732095407,1406.547519182121,1486.6840514348128,-87.68405143481289,-7.547519182121164,74.45012679045924,-7.83300041911703,293.5322314754029,594.5432293501343
2000-04-03,1416,1325.1610369132675,1407.4729357075048,1489.834048885056,-73.834048885056,8.52706429249531,90.8389630867324,-13.700287984052814,302.1148504682063,618.3311684612106
2000-04-10,1483,1325.5844106192214,1406.7097519205283,1488.7763729011592,-5.776372901159294,76.29024807947167,157.4155893807785,49.82339900947634,378.78983737069086,705.2413504025985
2000-04-17,1430,1324.7485409874348,1408.0575180194842,1489.443170090007,-59.443170090007094,21.942481980515822,105.25145901256515,61.70722594252318,400.53095453035974,738.4020008267086
2000-04-24,1517,1451.0566612243354,1530.4202461762522,1610.9558651153648,-93.95586511536477,-13.420246176252249,65.94333877566469,36.10137708190675,384.054929454168,731.2481229475926
2000-05-01,1536,1451.2388425737577,1532.712267146967,1613.2953666089718,-77.29536660897179,3.2877328530330487,84.76115742624235,33.33341616297608,387.723696717048,747.514410559938
2000-05-08,1530,1450.4436563679765,1533.2753991583447,1614.6764914773876,-84.67649147738757,-3.275399158344726,79.55634363202353,18.318093246035307,386.0528787621788,755.0873642795889
2000-05-15,1533,1451.3991737237816,1535.0197492803406,1617.252982297169,-84.25298229716908,-2.0197492803406476,81.60082627621837,3.935009477796457,383.90519015841744,756.871341823437
2000-05-22,1532,1453.1534199155096,1534.2537914111817,1615.597237603717,-83.59723760371698,-2.253791411181737,78.84658008449037,-9.236901594428623,382.9459729814648,767.7428201526844
2000-05-29,1593,1638.7367554256366,1720.6145733315373,1804.5522778028032,-211.55227780280325,-127.61457333153726,-45.73675542563661,-148.23875111802252,254.21287804308804,657.6221340940039
2000-06-05,1593,1640.3287124115993,1722.3409471201549,1803.5001820201524,-210.50018202015238,-129.34094712015474,-47.32871241159928,-287.16015111515384,125.71762697793838,535.9703374017016
2000-06-12,1621,1640.992595382961,1723.443261490763,1804.607828903915,-183.60782890391516,-102.443261490763,-19.992595382960996,-399.80481606285304,26.01609928625419,445.3422566364793
